Name,FileSource,Secondary,Storage,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,EntityLimitCount,LimitType,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,PanType,Pan,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice
wpn_titus_fire_exp_darts_npc,raw\sound\wpn\shotgun\titus\dart\wpn_titus_dart.LN65.pc.snd.wav,wpn_titus_fire_exp_LFE_npc,loaded,bus_fx,grp_weapon,snp_wpn_3p,,0,0,82,82,900,900,901,cosdelay,alloff,cosdelay,default,8,2,priority,oldest,-50,50,40,90,0.25,0.8,3d,default,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_titus_fire_exp_npc,raw\sound\wpn\assault\m27\plr\shot\silenced\wpn_m27_sil_shot_plr.LN65.pc.snd.wav,wpn_titus_fire_exp_darts_npc,loaded,bus_fx,grp_weapon,snp_wpn_3p,,0,0,82,82,900,900,901,cosdelay,alloff,cosdelay,default,8,2,priority,oldest,-50,50,40,90,0.25,0.8,3d,default,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_titus_fire_exp_npc_decay,raw\sound\wpn\assault\decay\int\silenced\wpn_aslt_decay_silenced_int.LN65.pc.snd.wav,,loaded,bus_fx,grp_weapon,snp_wpn_3p,,55,0,67,67,50,900,900,allon,default,rcurve1,default,3,1,priority,oldest,-100,100,20,70,0.15,1,3d,quad,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,ringoff_plr,indoor,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_titus_fire_exp_npc_decay,raw\sound\wpn\pistol\decay\ext\silenced\wpn_pistol_decay_silenced_ext.LN65.pc.snd.wav,,loaded,bus_fx,grp_weapon,snp_wpn_3p,,55,0,77,77,50,900,900,allon,default,rcurve1,default,3,1,priority,oldest,-100,100,20,70,0.15,1,3d,quad,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,ringoff_plr,outdoor,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_titus_fire_exp_plr,raw\sound\wpn\smg\msmc\plr\shot\silenced\wpn_msmc_sil_shot_plr.LN65.pc.snd.wav,wpn_titus_fire_exp_darts_plr,loaded,bus_fx,grp_weapon,snp_wpn_1p,@36b86475,0,0,93,93,0,5000,5000,allon,default,allon,default,3,8,oldest,oldest,-50,50,90,90,0.25,1,2d,front_mostly,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_titus_fire_exp_plr_decay,raw\sound\wpn\assault\decay\int\silenced\wpn_aslt_decay_silenced_int.LN65.pc.snd.wav,,loaded,bus_fx,grp_weapon,snp_wpn_1p,,75,0,83,83,0,5000,5000,allon,default,allon,default,3,8,oldest,oldest,-50,50,90,90,0.25,1,2d,front_mostly,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,ringoff_plr,indoor,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_titus_fire_exp_plr_decay,raw\sound\wpn\pistol\decay\ext\silenced\wpn_pistol_decay_silenced_ext.LN65.pc.snd.wav,,loaded,bus_fx,grp_weapon,snp_wpn_1p,,70,0,83,83,0,5000,5000,allon,default,allon,default,3,8,oldest,oldest,-50,50,90,90,0.25,1,2d,front_mostly,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,ringoff_plr,outdoor,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_titus_fire_npc,raw\sound\wpn\shotgun\srm1216\plr\shot\wpn_srm1216_fire.LN65.pc.snd.wav,wpn_titus_npc_LFE,loaded,bus_fx,grp_weapon,snp_wpn_3p,,55,0,88,88,900,900,900,cosdelay,alloff,cosdelay,default,6,2,priority,oldest,-88,84,50,90,0.25,0.8,3d,default,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_titus_fire_npc_decay,raw\sound\wpn\assault\decay\ext\wpn_assault_decay_ext.LN65.pc.snd.wav,,loaded,bus_fx,grp_weapon,snp_wpn_3p,,55,0,77,77,50,900,900,allon,default,rcurve1,default,3,1,priority,oldest,-100,100,20,70,0.15,1,3d,quad,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,ringoff_plr,outdoor,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_titus_fire_npc_decay,raw\sound\wpn\shotgun\decay\int\wpn_shotgun_decay_int.LN65.pc.snd.wav,,loaded,bus_fx,grp_weapon,snp_wpn_3p,,55,0,67,67,50,900,900,allon,default,rcurve1,default,3,1,priority,oldest,-100,100,20,70,0.15,1,3d,quad,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,ringoff_plr,indoor,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_titus_fire_plr,raw\sound\wpn\shotgun\srm1216\plr\shot\wpn_srm1216_fire.LN65.pc.snd.wav,wpn_titus_LFE,loaded,bus_fx,grp_weapon,snp_wpn_1p,,65,0,94,94,0,5000,5000,allon,default,allon,default,3,2,oldest,oldest,-100,100,90,90,0.25,1,2d,front_mostly,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_titus_fire_plr_decay,raw\sound\wpn\assault\decay\ext\wpn_assault_decay_ext.LN65.pc.snd.wav,,loaded,bus_fx,grp_weapon,snp_wpn_1p,,60,0,83,83,0,5000,5000,allon,default,allon,default,3,8,oldest,oldest,-50,50,90,90,0.25,1,2d,front_mostly,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,ringoff_plr,outdoor,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_titus_fire_plr_decay,raw\sound\wpn\shotgun\decay\int\wpn_shotgun_decay_int.LN65.pc.snd.wav,,loaded,bus_fx,grp_weapon,snp_wpn_1p,,60,0,83,83,0,5000,5000,allon,default,allon,default,3,8,oldest,oldest,-50,50,90,90,0.25,1,2d,front_mostly,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,ringoff_plr,indoor,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_titus_npc_LFE,raw\sound\wpn\shotgun\srm1216\lfe\wpn_srm1216_lfe.LN65.pc.snd.wav,wpn_titus_npc_dist,loaded,bus_hdrfx,grp_wpn_lfe,snp_wpn_3p,,0,0,81,81,25,225,225,allon,default,allon,default,3,1,priority,oldest,0,0,40,90,0.25,0.75,3d,lfe,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,,,no,no,no,0,0,yes,no,,0,,no,no,no
wpn_titus_npc_dist,raw\sound\wpn\dist_guns\sht\wpn_shotgun_dist_00.LN65.pc.snd.wav,wpn_titus_fire_npc_decay,loaded,bus_fx,grp_weapon,snp_wpn_3p,,80,0,88,88,900,6000,12500,sindelay,default,sindelay,allon,6,3,priority,oldest,-300,300,90,40,0.25,1,3d,default,nonlooping,pitch,1,0,0,0,0,0.25,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_titus_npc_dist,raw\sound\wpn\dist_guns\sht\wpn_shotgun_dist_01.LN65.pc.snd.wav,wpn_titus_fire_npc_decay,loaded,bus_fx,grp_weapon,snp_wpn_3p,,80,0,88,88,900,6000,12500,sindelay,default,sindelay,allon,6,3,priority,oldest,-300,300,90,40,0.25,1,3d,default,nonlooping,pitch,1,0,0,0,0,0.25,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
zmqol_zombie_riser,raw\sound\evt\zombie_global\spawn\dirt\dirt_00.SN50.pc.snd.flac,,streamed,bus_hdrfx,grp_hdrfx,snp_hdrfx,,60,0,88,88,250,1000,1125,allon,default,allon,default,3,8,priority,oldest,0,0,40,60,0.25,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
zmqol_zombie_riser,raw\sound\evt\zombie_global\spawn\dirt\dirt_01.SN50.pc.snd.flac,,streamed,bus_hdrfx,grp_hdrfx,snp_hdrfx,,60,0,88,88,250,1000,1125,allon,default,allon,default,3,8,priority,oldest,0,0,40,60,0.25,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_fnp45_hammer,raw\sound\wpn\pistol\reloads\fly_pistol_hammer.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,86,89,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,-88,84,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_fnp45_mag_in,raw\sound\wpn\pistol\reloads\fly_pistol_mag_in.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,86,89,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,-88,84,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_fnp45_mag_out,raw\sound\wpn\pistol\reloads\fly_pistol_mag_out.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,86,89,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,-88,84,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_fnp45_slide_back,raw\sound\wpn\pistol\reloads\fly_pistol_sb.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,86,89,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,-88,84,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_fnp45_slide_forward,raw\sound\wpn\pistol\reloads\fly_pistol_sf.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,86,89,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,-88,84,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_fnp45_1straise_npc,raw\sound\fly\gear\rattle\fly_cloth_00.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,75,75,75,500,500,allon,default,allon,default,4,8,priority,oldest,-90,90,15,30,0.25,1,3d,default,nonlooping,,1,0,25,250,75,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_fnp45_1straise_npc,raw\sound\fly\gear\rattle\fly_cloth_01.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,75,75,75,500,500,allon,default,allon,default,4,8,priority,oldest,-90,90,15,30,0.25,1,3d,default,nonlooping,,1,0,25,250,75,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_fnp45_1straise_npc,raw\sound\fly\gear\rattle\fly_cloth_02.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,75,75,75,500,500,allon,default,allon,default,4,8,priority,oldest,-90,90,15,30,0.25,1,3d,default,nonlooping,,1,0,25,250,75,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_fnp45_1straise_npc,raw\sound\fly\gear\rattle\fly_cloth_03.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,75,75,75,500,500,allon,default,allon,default,4,8,priority,oldest,-90,90,15,30,0.25,1,3d,default,nonlooping,,1,0,25,250,75,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_fnp45_1straise_plr,raw\sound\fly\gear\rattle\fly_cloth_00.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,86,89,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,-88,84,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_fnp45_1straise_plr,raw\sound\fly\gear\rattle\fly_cloth_01.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,86,89,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,-88,84,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_fnp45_1straise_plr,raw\sound\fly\gear\rattle\fly_cloth_02.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,86,89,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,-88,84,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_fnp45_1straise_plr,raw\sound\fly\gear\rattle\fly_cloth_03.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,86,89,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,-88,84,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_fnp45_dryfire_npc,raw\sound\wpn\smg\dry_fire\plr\dry_fire_plr.LN65.pc.snd.wav,,loaded,bus_fx,grp_weapon,snp_wpn_3p,,55,0,85,85,900,900,900,cosdelay,alloff,cosdelay,default,6,2,priority,oldest,-281,281,20,90,0.25,0.8,3d,default,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_fnp45_dryfire_plr,raw\sound\wpn\smg\dry_fire\plr\dry_fire_plr.LN65.pc.snd.wav,,loaded,bus_fx,grp_weapon,snp_wpn_1p,,65,0,90,90,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,0,0,90,90,0.25,1,2d,front_mostly,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_fnp45_fire_npc,raw\sound\wpn\pistol\fnp45\plr\shot\wpn_fnp45_fire_plr.LN65.pc.snd.wav,wpn_fnp45_LFE_npc,loaded,bus_fx,grp_weapon,snp_wpn_3p,,55,0,85,85,900,900,900,cosdelay,alloff,cosdelay,default,6,2,priority,oldest,-25,25,20,90,0.25,0.8,3d,default,nonlooping,variant,1,0,0,0,0,0.3,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_fnp45_fire_npc_decay,raw\sound\wpn\pistol\decay\ext\wpn_pistol_decay_ext.LN65.pc.snd.wav,,loaded,bus_fx,grp_weapon,snp_wpn_3p,,55,0,75,75,50,900,900,allon,default,rcurve1,default,10,1,reject,oldest,-100,100,20,70,0.15,1,3d,quad,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,ringoff_plr,outdoor,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_fnp45_fire_npc_decay,raw\sound\wpn\pistol\decay\int\wpn_pistol_decay_int.LN65.pc.snd.wav,,loaded,bus_fx,grp_weapon,snp_wpn_3p,,55,0,75,75,50,900,900,allon,default,rcurve1,default,10,1,reject,oldest,-100,100,20,70,0.15,1,3d,quad,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,ringoff_plr,indoor,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_fnp45_fire_npc_dist,raw\sound\wpn\dist_guns\pis\wpn_pistol_dist_00.LN65.pc.snd.wav,wpn_fnp45_fire_npc_decay,loaded,bus_fx,grp_weapon,snp_wpn_3p,,80,0,81,81,900,6000,12500,sindelay,default,sindelay,allon,6,2,priority,oldest,-300,300,90,40,0.25,1,3d,default,nonlooping,variant,1,0,0,0,0,0.25,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_fnp45_fire_npc_dist,raw\sound\wpn\dist_guns\pis\wpn_pistol_dist_01.LN65.pc.snd.wav,wpn_fnp45_fire_npc_decay,loaded,bus_fx,grp_weapon,snp_wpn_3p,,80,0,81,81,900,6000,12500,sindelay,default,sindelay,allon,6,2,priority,oldest,-300,300,90,40,0.25,1,3d,default,nonlooping,variant,1,0,0,0,0,0.25,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_fnp45_fire_npc_dist,raw\sound\wpn\dist_guns\pis\wpn_pistol_dist_02.LN65.pc.snd.wav,wpn_fnp45_fire_npc_decay,loaded,bus_fx,grp_weapon,snp_wpn_3p,,80,0,81,81,900,6000,12500,sindelay,default,sindelay,allon,6,2,priority,oldest,-300,300,90,40,0.25,1,3d,default,nonlooping,variant,1,0,0,0,0,0.25,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_fnp45_fire_plr,raw\sound\wpn\pistol\fnp45\plr\shot\wpn_fnp45_fire_plr.LN65.pc.snd.wav,wpn_fnp45_LFE,loaded,bus_fx,grp_weapon,snp_wpn_1p,wpn_cmn_shot_plr,65,0,90,90,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-25,25,90,90,0.25,1,2d,front_mostly,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_fnp45_fire_plr_decay,raw\sound\wpn\pistol\decay\ext\wpn_pistol_decay_ext.LN65.pc.snd.wav,,loaded,bus_fx,grp_weapon,snp_wpn_1p,,65,0,80,80,0,5000,5000,allon,default,allon,default,3,8,oldest,oldest,-50,50,90,90,0.25,1,2d,front_mostly,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,ringoff_plr,outdoor,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_fnp45_fire_plr_decay,raw\sound\wpn\pistol\decay\int\wpn_pistol_decay_int.LN65.pc.snd.wav,,loaded,bus_fx,grp_weapon,snp_wpn_1p,,65,0,80,80,0,5000,5000,allon,default,allon,default,3,8,oldest,oldest,-50,50,90,90,0.25,1,2d,front_mostly,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,ringoff_plr,indoor,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_fnp45_fire_plr_lh,raw\sound\wpn\pistol\fiveseven\plr\shot\wpn_fiveseven_shot_plr.LN65.pc.snd.wav,wpn_fnp45_LFE,loaded,bus_fx,grp_weapon,snp_wpn_1p,wpn_cmn_shot_plr,65,0,90,90,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,0,0,90,90,0.25,1,2d,wpn_left,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_fnp45_fire_plr_rh,raw\sound\wpn\pistol\fiveseven\plr\shot\wpn_fiveseven_shot_plr.LN65.pc.snd.wav,wpn_fnp45_LFE,loaded,bus_fx,grp_weapon,snp_wpn_1p,wpn_cmn_shot_plr,65,0,90,90,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,0,0,90,90,0.25,1,2d,wpn_right,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_fnp45_LFE,raw\sound\wpn\smg\mp7\plr\lfe\wpn_mp7_fire_lfe.LN65.pc.snd.wav,wpn_fnp45_fire_plr_decay,loaded,bus_hdrfx,grp_wpn_lfe,snp_wpn_1p,,0,0,86,86,0,5000,5000,allon,default,allon,default,8,2,priority,oldest,0,0,85,90,0.25,1,2d,lfe,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,,,no,no,no,0,0,yes,no,,0,,no,no,no
wpn_fnp45_LFE_npc,raw\sound\wpn\smg\mp7\plr\lfe\wpn_mp7_fire_lfe.LN65.pc.snd.wav,wpn_fnp45_fire_npc_dist,loaded,bus_hdrfx,grp_wpn_lfe,snp_wpn_3p,,0,0,81,81,25,225,225,allon,default,allon,default,3,1,priority,oldest,0,0,40,90,0.25,0.75,3d,lfe,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,,,no,no,no,0,0,yes,no,,0,,no,no,no
wpn_fnp45_pickup_npc,raw\sound\fly\pickups\weapon\fly_weapon_pickup_00.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,75,75,75,500,500,allon,default,allon,default,2,1,priority,reject,-50,50,15,30,0.25,1,3d,default,nonlooping,,1,0,25,250,75,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_fnp45_pickup_npc,raw\sound\fly\pickups\weapon\fly_weapon_pickup_01.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,75,75,75,500,500,allon,default,allon,default,2,1,priority,reject,-50,50,15,30,0.25,1,3d,default,nonlooping,,1,0,25,250,75,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_fnp45_pickup_plr,raw\sound\fly\pickups\weapon\fly_weapon_pickup_00.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,75,75,0,5000,5000,allon,default,allon,default,1,8,reject,oldest,-88,84,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_fnp45_pickup_plr,raw\sound\fly\pickups\weapon\fly_weapon_pickup_01.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,75,75,0,5000,5000,allon,default,allon,default,1,8,reject,oldest,-88,84,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_fnp45_raise_npc,raw\sound\fly\gear\rattle\fly_cloth_00.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,75,75,75,500,500,allon,default,allon,default,4,8,priority,oldest,-90,90,15,30,0.25,1,3d,default,nonlooping,,1,0,25,250,75,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_fnp45_raise_npc,raw\sound\fly\gear\rattle\fly_cloth_01.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,75,75,75,500,500,allon,default,allon,default,4,8,priority,oldest,-90,90,15,30,0.25,1,3d,default,nonlooping,,1,0,25,250,75,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_fnp45_raise_npc,raw\sound\fly\gear\rattle\fly_cloth_02.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,75,75,75,500,500,allon,default,allon,default,4,8,priority,oldest,-90,90,15,30,0.25,1,3d,default,nonlooping,,1,0,25,250,75,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_fnp45_raise_npc,raw\sound\fly\gear\rattle\fly_cloth_03.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,75,75,75,500,500,allon,default,allon,default,4,8,priority,oldest,-90,90,15,30,0.25,1,3d,default,nonlooping,,1,0,25,250,75,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_fnp45_raise_plr,raw\sound\fly\gear\rattle\fly_cloth_00.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,86,89,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,-88,84,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_fnp45_raise_plr,raw\sound\fly\gear\rattle\fly_cloth_01.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,86,89,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,-88,84,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_fnp45_raise_plr,raw\sound\fly\gear\rattle\fly_cloth_02.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,86,89,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,-88,84,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_fnp45_raise_plr,raw\sound\fly\gear\rattle\fly_cloth_03.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,30,0,86,89,0,5000,5000,allon,default,allon,default,8,8,priority,oldest,-88,84,70,70,0.25,1,2d,front,nonlooping,,1,0,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_fnp45_silencer_fire_npc,raw\sound\wpn\pistol\fiveseven\plr\shot\silenced\wpn_fiveseven_sil_shot_plr.LN65.pc.snd.wav,wpn_fnp45_silencer_LFE_npc,loaded,bus_fx,grp_weapon,snp_wpn_3p,,0,0,85,85,900,900,900,cosdelay,alloff,cosdelay,default,6,2,priority,oldest,-50,50,20,90,0.25,0.8,3d,default,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_fnp45_silencer_fire_npc_decay,raw\sound\wpn\pistol\decay\ext\silenced\wpn_pistol_decay_silenced_ext.LN65.pc.snd.wav,,loaded,bus_fx,grp_weapon,snp_wpn_3p,,55,0,75,75,50,900,900,allon,default,rcurve1,default,10,1,reject,oldest,-100,100,20,70,0.15,1,3d,quad,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,ringoff_plr,outdoor,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_fnp45_silencer_fire_npc_decay,raw\sound\wpn\pistol\decay\int\silenced\wpn_pistol_decay_silenced_int.LN65.pc.snd.wav,,loaded,bus_fx,grp_weapon,snp_wpn_3p,,55,0,75,75,50,900,900,allon,default,rcurve1,default,10,1,reject,oldest,-100,100,20,70,0.15,1,3d,quad,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,ringoff_plr,indoor,yes,no,no,0,0,yes,no,,0,,no,no,no
wpn_fnp45_silencer_fire_plr,raw\sound\wpn\pistol\fiveseven\plr\shot\silenced\wpn_fiveseven_sil_shot_plr.LN65.pc.snd.wav,wpn_fnp45_silencer_LFE,loaded,bus_fx,grp_weapon,snp_wpn_1p,wpn_cmn_suppressed_plr,0,0,90,90,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-25,-25,90,90,0.25,1,2d,front_mostly,nonlooping,,1,0,0,0,0,0.25,no,no,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
